id	nom	type_service_local	code_insee_commune	site_internet	telephone	telecopie	adresse_courriel	formulaire_contact	complement1	complement2	numero_voie	service_distribution	code_postal	nom_commune
47b28cac-6cab-47a1-93ee-8572e4900383	Sous-préfecture - Nyons	sous_pref	26220	http://www.drome.gouv.fr	04 75 26 20 33	04 75 26 16 72	sous-prefecture-de-nyons@drome.gouv.fr				4 avenue de Venterol		26110	Nyons
4806a1b0-e34a-416f-95e3-21f729837f8f	Préfecture - Corse-du-Sud	prefecture	2A004	http://www.corse-du-sud.gouv.fr/	04 95 11 12 13	04 95 11 10 28	prefecture@corse-du-sud.gouv.fr		Palais Lantivy		Cours Napoléon		20000	Ajaccio
4898c36a-5ee6-40ea-9a26-903d2e96b0bb	Sous-préfecture - Thiers	sous_pref	63430	http://www.auvergne.pref.gouv.fr	04 73 80 80 80	04 75 80 05 01	sp-thiers@puy-de-dome.gouv.fr				26 rue Barante		63300	Thiers
48af22f9-cd6d-4b7d-87f4-64af196c81c2	Sous-préfecture - Dieppe	sous_pref	76217	http://www.seine-maritime.gouv.fr	02 35 06 30 00		sp-dieppe@seine-maritime.gouv.fr				5 rue du 8-Mai-1945		76200	Dieppe
490f80c9-6c83-4b3a-9d0e-46781f39ed6f	Sous-préfecture - Saint-Jean-d'Angély	sous_pref	17347	http://www.charente-maritime.gouv.fr	05 46 32 24 87	05 46 32 59 64	sp-saint-jean-d-angely@charente-maritime.gouv.fr	http://www.charente-maritime.pref.gouv.fr/Contactez-nous			24 place de l'Hôtel de Ville		17400	Saint-Jean-d'Angély
49fd10a4-1390-41be-bfaf-d04faea6efe6	Sous-préfecture - Condom	sous_pref	32107	http://www.gers.gouv.fr	05 62 61 44 00	05 62 28 36 46	sp-condom@gers.gouv.fr				Place Lannelongue		32100	Condom
4ab16398-ebd0-4e44-9a37-c5bc29bd925b	Sous-préfecture - Dax	sous_pref	40088	http://www.landes.gouv.fr	05 58 90 09 90						5 avenue Paul-Doumer		40100	Dax
4c74f810-4e65-449d-bdbc-591cbf9ad20c	Sous-préfecture - Chinon	sous_pref	37072	http://www.indre-et-loire.gouv.fr		02 47 98 35 09	sous-prefecture-de-chinon@indre-et-loire.pref.gouv.fr				1 rue Philippe-de-Commines		37500	Chinon
4d02f79b-f569-43a1-869d-b183245d8b56	Préfecture de région - Hauts-de-France	prefecture_region	59350	http://prefectures-regions.gouv.fr/hauts-de-france	03 20 30 59 59	03 20 30 52 58		http://prefectures-regions.gouv.fr/hauts-de-france/Outils/Nous-contacter			12 rue Jean-Sans-Peur		59800	Lille
4e790685-864c-401a-95bc-94743ecbd6db	Sous-préfecture - Cherbourg	sous_pref	50129	http://www.manche.gouv.fr	02 33 87 81 81	02 33 87 81 82	sp-cherbourg@manche.gouv.fr				106 rue Emmanuel-Liais		50100	Cherbourg
4ea7b3a0-4f2b-41e8-a412-dd83d4987ec6	Sous-préfecture - Gourdon	sous_pref	46127	http://www.lot.gouv.fr	05 65 41 00 08	05 65 41 17 74	sp-gourdon@lot.gouv.fr				Boulevard Aristide-Briand		46300	Gourdon
4f9d517b-e229-4e53-883e-655af16b8313	Sous-préfecture - Jonzac	sous_pref	17197	http://www.charente-maritime.gouv.fr	05 46 27 43 00	05 46 48 26 02	sp-jonzac@charente-maritime.gouv.fr				4 rue du Château		17500	Jonzac
4fb9c156-5cb6-4fb6-aba9-fe718de1b67d	Sous-préfecture - Altkirch	sous_pref	68004	http://www.haut-rhin.gouv.fr	03 89 08 94 40	03 89 08 94 48	sp-altkirch@haut-rhin.gouv.fr				5 rue Charles-de-Gaulle		68130	Altkirch
5059ffa9-7cf9-4162-9171-b261d80efa77	Sous-préfecture - La Tour-du-Pin	sous_pref	38509	http://www.isere.gouv.fr	04 74 83 29 99	04 74 97 18 86	internet@isere.pref.gouv.fr	http://www.isere.gouv.fr/Contactez-nous			19 b rue Joseph-Savoyat		38110	La Tour-du-Pin
50ddeb69-da27-43c3-bbd7-4daabebb1c36	Sous-préfecture - Sedan	sous_pref	08409	http://www.ardennes.gouv.fr	03 24 27 11 41						1 rue de Neuil		08200	Sedan
51439231-bc01-4dde-8421-044379bba2fd	Sous-préfecture - Saint-Omer	sous_pref	62765	http://www.pas-de-calais.gouv.fr	03 21 11 12 34	03 21 11 12 66					41 rue Saint-Bertin		62500	Saint-Omer
51521dae-f1ff-41bb-be06-7c48e4d2ddbd	Sous-préfecture - Saint-Pierre (Martinique)	sous_pref	97225	http://www.martinique.pref.gouv.fr	+596 5 96 78 29 50	+596 5 96 78 29 48	sp-de-saint-pierre@martinique.pref.gouv.fr	http://www.martinique.pref.gouv.fr/Contactez-nous/Contact-general			21 rue Caylus (ancienne trésorerie)		97250	Saint-Pierre
51d7cd1b-4d4e-4910-9a7b-947ffd055ced	Préfecture - Oise	prefecture	60057	http://www.oise.gouv.fr	03 44 06 12 60	03 44 45 39 00	prefecture@oise.gouv.fr				1 place de la Préfecture		60000	Beauvais
52540ade-49fd-4b93-9de0-d1b7834097c5	Préfecture - Ain	prefecture	01053	http://www.ain.gouv.fr	04 74 32 30 00	04 74 23 26 56	prefecture@ain.gouv.fr		Quartier Bourg centre		45 avenue Alsace-Lorraine		01000	Bourg-en-Bresse
543ce0ce-3d76-43e6-be54-8caaed443e18	Haut-commissariat de la République - Polynésie française	prefecture	98735	http://www.polynesie-francaise.pref.gouv.fr	+689 40 46 87 00	+689 40 46 87 69	courrier@polynesie-francaise.pref.gouv.fr				Avenue Pouvanaa A Oopa		98714	Papeete - Tahiti
5495a25c-a20c-454b-a9e4-a04d95d12840	Préfecture de région - Martinique	prefecture_region	97209	http://www.martinique.pref.gouv.fr/	+596 5 96 39 36 00	+596 5 96 71 40 29		http://www.martinique.pref.gouv.fr/Contactez-nous			80 rue Victor-Sévère		97262	Fort-de-France
54e9cd8b-ee30-4dba-80d2-de9f24d53bc9	Sous-préfecture - Confolens	sous_pref	16106	http://www.charente.gouv.fr	05 45 84 01 44	05 45 85 36 02	sp-confolens@charente.gouv.fr				Rue Babaud-Lacroze		16500	Confolens
556e79f8-c503-44ac-89e0-e8a1107be4ae	Sous-préfecture - Grasse	sous_pref	06069	http://www.alpes-maritimes.gouv.fr	04 92 42 32 00	04 93 72 22 99	sp-services-sous-pref-grasse@alpes-maritimes.gouv.fr	http://www.alpes-maritimes.gouv.fr/Contactez-nous			3 avenue du Général-de-Gaulle		06130	Grasse
55cf8bea-d9d6-40fe-b096-6cae4f0d82ad	Sous-préfecture - Loches	sous_pref	37132	http://www.indre-et-loire.gouv.fr		02 47 91 52 80	sous-prefecture-de-loches@indre-et-loire.pref.gouv.fr				7 rue du Docteur-Martinais		37600	Loches
55e56746-59d1-4cb5-8b4a-136171fb5784	Préfecture - Vaucluse	prefecture	84007	http://www.vaucluse.gouv.fr	04 88 17 84 84		pref-contact@vaucluse.gouv.fr	http://www.vaucluse.gouv.fr/contacts-r2820.html			2 avenue de la Folie		84000	Avignon
5763d4b9-36f1-46ef-8a1f-be2586b82f0e	Préfecture - Ardèche	prefecture	07186	http://www.ardeche.gouv.fr	04 75 66 50 00	04 75 64 03 39	pref-courrier@ardeche.gouv.fr				5 rue Pierre-Filliat		07000	Privas
57fbd6c8-62b5-443b-bf52-d7b3db5b2b47	Préfecture - Somme	prefecture	80021	http://www.somme.gouv.fr	03 22 97 80 80	03 22 92 13 98	pref-courrier@somme.gouv.fr	http://www.somme.pref.gouv.fr/Contactez-nous			51 rue de la République		80000	Amiens
5880177f-1de6-4517-8681-8f94889ee77e	Sous-préfecture - Mauriac	sous_pref	15120	http://www.cantal.gouv.fr	04 71 68 06 06	04 71 68 22 81	courrier@cantal.pref.gouv.fr	http://www.cantal.gouv.fr/contacts-r2068.html			Rue Guillaume-Duprat		15200	Mauriac
59b06e68-7b6b-43d8-a8fb-9ba3fab28a88	Sous-préfecture - Château-Gontier	sous_pref	53062	http://www.mayenne.gouv.fr	02 53 54 54 54	02 53 54 54 64	pref-sp-chateau-gontier@mayenne.gouv.fr		Maison de l'État		4 rue de la Petite-Lande		53200	Château-Gontier
5a6c7654-7dd5-45f6-993c-2840981c180d	Sous-préfecture - Le Vigan	sous_pref	30350	http://www.gard.gouv.fr	04 67 81 67 00	04 67 81 87 08	contact-spvigan@gard.gouv.fr				24 rue des Barris		30120	Le Vigan
5c19c1b7-faf8-4fac-baad-6d15434625ce	Sous-préfecture - Montbéliard	sous_pref	25388	http://www.doubs.gouv.fr	03 70 07 61 00 	03 81 91 22 18	sp-montbeliard@doubs.gouv.fr 	http://www.doubs.gouv.fr/Contactez-nous			43 avenue du Maréchal Joffre 		25200	Montbéliard
5c86802c-f11c-43fa-8bd2-725c4324b7af	Sous-préfecture - Bernay	sous_pref	27056	http://www.eure.gouv.fr	02 32 46 76 87	02 32 46 76 88		http://www.eure.gouv.fr/site/modul1/create			2 rue Alexandre		27300	Bernay
5da3458b-325b-4977-a552-b6d6a8fe316a	Sous-préfecture - Charolles	sous_pref	71106	http://www.saone-et-loire.gouv.fr	03 85 21 81 00			http://www.saone-et-loire.gouv.fr/contacts-r1753.html			28 rue de la Madeleine		71120	Charolles
5dc93f4f-c772-463a-a25b-feb110dd8f4a	Sous-préfecture - Verdun	sous_pref	55545	http://www.meuse.gouv.fr	03 29 84 86 00	03 29 84 77 25		http://www.meuse.gouv.fr/Contactez-nous			1 place Saint-Paul		55100	Verdun
5e0e57d8-efc0-4740-b5d2-3321c396409c	Subdivision administrative - Îles Marquises	sous_pref	98735	http://www.polynesie-francaise.pref.gouv.fr/Les-Subdivisions2/des-iles-Marquises	+689 40 91 00 80	+689 40 91 00 81	subdiv.marquises@polynesie-francaise.pref.gouv.fr		Taiohae				98742	Nuku Hiva
5f7fffa8-a2f3-4830-9c59-d8c67d56ba8a	Préfecture - Lot-et-Garonne	prefecture	47001	http://www.lot-et-garonne.gouv.fr	05 53 77 60 47	05 53 98 33 40		http://www.lot-et-garonne.gouv.fr/contacts-r388.html			Place de Verdun		47000	Agen
634271f6-e001-48ff-97bd-4b91ca455d0a	Préfecture - Landes	prefecture	40192	http://www.landes.gouv.fr	05 58 06 58 06	05 58 75 83 81	prefecture@landes.gouv.fr	http://www.landes.gouv.fr/contacts-r388.html			24-26 rue Victor-Hugo		40000	Mont-de-Marsan
63b36e23-aa43-4458-8dea-ec3e71744a50	Préfecture de région - Guadeloupe	prefecture_region	97105	http://www.guadeloupe.pref.gouv.fr/	+590 5 90 99 39 00	+590 5 90 81 58 32		http://www.guadeloupe.pref.gouv.fr/Contactez-nous	Palais d'Orléans		Rue Antoine-de-Lardenoy		97100	Basse-Terre
646e2a6b-839b-4530-a715-c3877869be58	Sous-préfecture - Épernay	sous_pref	51230	http://www.marne.gouv.fr	03 26 32 19 87	03 26 54 28 50	sp-epernay@marne.gouv.fr	http://www.marne.gouv.fr/Contactez-nous			1 rue Eugène-Mercier		51200	Épernay
65cad017-60e9-450c-9694-5f0912a0bbdb	Sous-préfecture - Château-Chinon	sous_pref	58062	http://www.nievre.gouv.fr	03 86 79 48 48	03 86 79 48 64	sp-chateau-chinon@nievre.gouv.fr				1 rue du Marché		58120	Château-Chinon
664e8895-40f0-4bfd-a6a0-988c54e3899d	Sous-préfecture - Péronne	sous_pref	80620	http://www.somme.gouv.fr	03 22 97 80 05	03 22 83 64 20	sp-peronne@somme.gouv.fr	http://www.somme.pref.gouv.fr/Contactez-nous			25 avenue Charles-Boulanger		80200	Péronne
66765611-f4c3-40a6-9d0b-63914d10c550	Sous-préfecture - Cholet	sous_pref	49099	http://www.maine-et-loire.gouv.fr	02 41 63 41 50	02 41 71 28 82		http://www.maine-et-loire.pref.gouv.fr/sections/header/3_nous_contacter/02_contact_cholet			30 rue de Trémolière		49300	Cholet
677614ea-f87a-48ca-9f3d-928e5aa2b272	Préfecture - Tarn	prefecture	81004	http://www.tarn.gouv.fr	05 63 45 61 61	05 63 45 60 20	courrier@tarn.pref.gouv.fr	http://www.tarn.gouv.fr/contacts-r524.html			Place de la Préfecture		81000	Albi
67aefdb7-9729-43ee-bc54-a768300c1f20	Préfecture - Seine-Maritime	prefecture	76540	http://www.seine-maritime.gouv.fr	02 32 76 50 00	02 35 98 10 50	prefecture@seine-maritime.gouv.fr	http://www.seine-maritime.gouv.fr/Contactez-nous			7 place de la Madeleine		76000	Rouen
6807a876-0df9-4d56-9eaa-fa29214a1c97	Subdivision administrative - Îles australes	sous_pref	98735	http://www.polynesie-francaise.pref.gouv.fr	+689 40 46 86 66	+689 40 46 86 69	subdiv.australes@polynesie-francaise.pref.gouv.fr				avenue Pouvanaa a Oopa		98714	Papeete, Tahiti
68982b67-c7ab-46f7-aa74-c9a46a7d04ad	Préfecture - Essonne	prefecture	91228	http://www.essonne.gouv.fr	01 69 91 91 91		prefecture@essonne.gouv.fr	http://www.essonne.gouv.fr/Contactez-nous	Cité administrative		Boulevard de France	CS10701 	91010	Évry Courcouronnes Cedex
6ade1784-caf8-438a-869d-6139cb1b6353	Préfecture - Territoire de Belfort	prefecture	90010	http://www.territoire-de-belfort.gouv.fr	03 84 57 00 07	03 84 21 32 62	pref-courrier@territoire-de-belfort.gouv.fr	http://www.territoire-de-belfort.gouv.fr/Contactez-nous			1 rue Bartholdi		90000	Belfort
6af72755-9335-4d81-b2e4-42722701b96e	Sous-préfecture - Albertville	sous_pref	73011	http://www.savoie.gouv.fr	04 79 32 06 55	04 79 10 41 26	sp-albertville@savoie.gouv.fr				86 rue Jean-Baptiste-Mathias	BP 112	73207	Albertville Cedex
6bb66b7c-51b5-459c-9064-32303e86258e	Sous-préfecture - Forbach-Boulay-Moselle	sous_pref	57227	http://www.moselle.gouv.fr	03 87 84 60 60	03 87 84 60 61	sp-forbach@moselle.gouv.fr				11 avenue du Général-Passaga		57600	Forbach
6c56f81e-c303-4006-bf23-0e35ecf0b9c0	Préfecture - Gard	prefecture	30189	http://www.gard.gouv.fr	04 66 36 43 90	04 66 36 00 87	prefecture@gard.gouv.fr	http://www.gard.gouv.fr/Contactez-nous			10 avenue Feuchères		30000	Nîmes
6c621151-dd16-44d1-b2c5-7277fddd01ad	Sous-préfecture - Vouziers	sous_pref	08490	http://www.ardennes.gouv.fr	03 24 71 64 65	03 24 71 90 88		http://www.ardennes.gouv.fr/contacts-r232.html			21 rue Gambetta		08400	Vouziers
6c9efeb4-1bd7-4ce8-9e35-95825bf7f5f7	Sous-préfecture - Nérac	sous_pref	47195	http://www.lot-et-garonne.gouv.fr	05 53 65 03 18	05 53 65 00 55	sous-prefecture-de-nerac@lot-et-garonne.pref.gouv.fr				2 avenue Maréchal-Foch		47600	Nérac
6cbec247-95d0-4aca-befe-352a3805c7de	Préfecture - Seine-Saint-Denis	prefecture	93008	http://www.seine-saint-denis.gouv.fr	01 41 60 60 60	01 48 30 22 88	prefecture@seine-saint-denis.gouv.fr				1 esplanade Jean-Moulin		93000	Bobigny
6d4cdd43-2b2b-4c22-9460-8cd6499657a3	Sous-préfecture - Cambrai	sous_pref	59122	http://www.nord.gouv.fr	03 27 72 59 59	03 27 78 11 00	sp-cambrai@nord.gouv.fr 	http://www.nord.gouv.fr/Contactez-nous			3 Place Fénelon		59400	Cambrai
6d7e9aed-82aa-4a39-941f-7ba58b331f19	Sous-préfecture - Antony	sous_pref	92002	http://www.hauts-de-seine.gouv.fr	01 40 97 20 00	01 43 50 57 90	sp-antony@hauts-de-seine.gouv.fr	http://www.hauts-de-seine.gouv.fr/Contactez-nous			99 avenue du Général-de-Gaulle		92160	Antony
6e67a3da-b560-4736-a89d-ddf7ee4cd0a3	Sous-préfecture - Argelès-Gazost	sous_pref	65025	http://www.hautes-pyrenees.gouv.fr	05 62 97 71 71	05 62 97 55 99	sp-argeles@hautes-pyrenees.gouv.fr				1 avenue Monseigneur-Flauss		65400	Argelès-Gazost
6e8b5540-e240-41d3-a029-b6262c5a5373	Préfecture - Tarn-et-Garonne	prefecture	82121	http://www.tarn-et-garonne.gouv.fr	05 63 22 82 00	05 63 93 33 79		http://www.tarn-et-garonne.gouv.fr/Contactez-nous			2 allée de l'Empereur		82013	Montauban
6f7e584b-cb88-4321-896a-cf4eb40189ba	Sous-préfecture - Montluçon	sous_pref	03185	http://www.allier.gouv.fr	04 70 02 25 00	04 70 02 25 01	sp-montlucon@allier.gouv.fr				6 place de la Comédie		03100	Montluçon
6f894895-c422-47f3-a9c3-c9f6a64c4c9f	Sous-préfecture - Valenciennes	sous_pref	59606	http://www.nord.gouv.fr	03 27 14 59 59	03 27 14 59 49	sp-valenciennes@nord.gouv.fr				6 avenue des Dentellières		59300	Valenciennes
70ca07b0-db06-41a7-ae0f-58239c9a643a	Préfecture - Val-d'Oise	prefecture	95127	http://www.val-doise.gouv.fr	01 34 20 95 95	01 77 63 60 11	prefecture@val-doise.gouv.fr	http://www.val-doise.gouv.fr/Contactez-nous			5 avenue Bernard-Hirsch		95000	Cergy-Pontoise
710cec13-2386-4936-a169-dea4e57dce85	Sous-préfecture - Montmorillon	sous_pref	86165	http://www.vienne.gouv.fr	05 49 47 25 30 	05 49 91 20 75	sous-prefecture-de-montmorillon@vienne.pref.gouv.fr	http://www.vienne.gouv.fr/Contactez-nous			1 boulevard de Strasbourg		86500	Montmorillon
7121906b-cecf-46b5-abe5-ec4f9ef8c669	Préfecture - Guadeloupe	prefecture	97105	http://www.guadeloupe.pref.gouv.fr	+590 5 90 99 39 00	+590 5 90 81 58 32		http://www.guadeloupe.pref.gouv.fr/Contactez-nous/Contact-general	Palais d'Orléans		Rue Lardenoy		97100	Basse-Terre
715f7838-001b-4f45-9cd0-cfb95b6b6fd2	Préfecture - Aisne	prefecture	02408	http://www.aisne.gouv.fr	03 23 21 82 82	03 23 20 69 58	prefecture@aisne.gouv.fr	http://www.aisne.gouv.fr/Contactez-nous			2 rue Paul-Doumer		02000	Laon
7247f1ea-667b-4677-9c4a-3f4b6d577572	Sous-préfecture - Aix-en-Provence	sous_pref	13001	http://www.bouches-du-rhone.gouv.fr	04 42 17 56 00	04 42 63 07 15	sp-aix-en-provence@bouches-du-rhone.pref.gouv.fr	http://www.bouches-du-rhone.gouv.fr/Contactez-nous			Place Félix-Baret		13006	Marseille
72b4fc6a-acca-49fc-8eb1-485b1b38bcf2	Sous-préfecture - Vienne	sous_pref	38544	http://www.isere.gouv.fr	04 74 53 26 25	04 74 53 15 82	pref-question-spvienne@isere.gouv.fr	http://www.isere.gouv.fr/Contactez-nous			16 boulevard Eugène-Arnaud		38200	Vienne
72fbe34d-5350-42ae-90b9-e47106d0e7d8	Préfecture - Calvados	prefecture	14118	http://www.calvados.gouv.fr	02 31 30 64 00	02 31 30 67 81	prefecture@calvados.gouv.fr	http://www.calvados.gouv.fr/contacts-r1218.html			Rue Daniel-Huet		14000	Caen
7369e905-02f3-4ed3-ab36-0937d43b8d65	Sous-préfecture - Mayenne	sous_pref	53147	http://www.mayenne.gouv.fr	02 53 54 54 00	02 53 54 54 04	sp.mayenne@mayenne.gouv.fr	http://www.mayenne.gouv.fr/Contacts			40 rue Ambroise-de-Loré		53100	Mayenne
7456d3d9-3ad5-4a42-b3bd-4bed2ee4cba1	Sous-préfecture - Prades	sous_pref	66149	http://www.pyrenees-orientales.pref.gouv.fr	04 68 05 39 39	04 68 34 68 51		http://www.pyrenees-orientales.gouv.fr/Contactez-nous/Contact-general			177 avenue du Général-de-Gaulle		66500	Prades
7498cbe7-60b7-4826-84cb-75bb54892143	Sous-préfecture - Tournon-sur-Rhône	sous_pref	07324	http://www.ardeche.gouv.fr	04 75 07 07 70	04 75 07 03 25	sp-tournon@ardeche.gouv.fr				Rue Boissy-d'Anglas		07300	Tournon-sur-Rhône
74aff24d-6edf-4a6f-a9a3-3cbeea9309a3	Préfecture - Corrèze	prefecture	19272	http://www.correze.gouv.fr	05 55 20 55 20	05 55 26 82 02	prefecture@correze.gouv.fr	http://www.correze.pref.gouv.fr/Contactez-nous			1 rue Souham		19000	Tulle
758f8aa9-cead-457b-b3a4-1dc9366369f1	Sous-préfecture - Saint-Dizier	sous_pref	52448	http://www.haute-marne.gouv.fr	03 25 56 51 23	03 25 56 94 58	sp-saint-dizier@haute-marne.gouv.fr				54 rue Gambetta		52100	Saint-Dizier
760dfaf1-baa7-4e92-bf66-e448a66877b9	Sous-préfecture - Langres	sous_pref	52269	https://www.haute-marne.gouv.fr/Services-de-l-Etat/Prefecture-et-sous-prefectures/Sous-prefecture-de-Langres	03 25 87 07 57	03 25 87 93 34	sp-langres@haute-marne.gouv.fr				8 rue Tassel		52200	Langres
76e1ee0b-8cef-4ac5-9783-2d81efaf63e1	Sous-préfecture - Lannion	sous_pref	22113	http://www.cotes-darmor.gouv.fr	02 96 62 44 22	02 56 57 41 76	sp-lannion@cotes-darmor.gouv.fr				9 rue Joseph-Morand		22300	Lannion
770ad5fe-b798-4bac-9df2-1f0ecd3d6e57	Préfecture - Dordogne	prefecture	24322	http://www.dordogne.gouv.fr	05 53 02 24 24	05 53 08 88 27	prefecture@dordogne.gouv.fr	http://www.dordogne.gouv.fr/Contactez-nous			2 rue Paul-Louis-Courier		24000	Périgueux
77157508-65b5-4cc4-b427-28d0d7c8109a	Préfecture - Lozère	prefecture	48095	http://www.lozere.gouv.fr	04 66 49 60 00	04 66 49 60 60	prefecture@lozere.gouv.fr	http://www.lozere.gouv.fr/Contactez-nous			2 rue de la Rovère		48000	Mende
78798b1c-f58a-4299-af07-8a5d936b35d9	Sous-préfecture - Alès	sous_pref	30007	http://www.gard.gouv.fr	04 66 56 39 39	04 66 86 20 26	contact-sp-ales@gard.pref.gouv.fr	http://www.gard.gouv.fr/Contactez-nous			3 boulevard Louis-Blanc		30100	Alès
79705144-5fd8-4025-801f-1883e37744dc	Sous-préfecture - Rochefort-sur-Mer	sous_pref	17299	http://www.charente-maritime.gouv.fr	05 46 87 08 08	05 46 99 80 76					21 rue Jean-Jaurès		17300	Rochefort
7971286d-3746-4bb8-a4bd-48a927810b79	Sous-préfecture - Toul	sous_pref	54528	http://www.meurthe-et-moselle.gouv.fr	03 83 65 35 35		sp-toul@meurthe-et-moselle.gouv.fr				9 rue Firmin-Gouvion		54200	Toul
7996bb87-77d0-4570-a7cd-325e0cc48b2f	Préfecture - Haute-Savoie	prefecture	74010	http://www.haute-savoie.gouv.fr	04 50 33 60 00	04 50 52 90 05		http://www.haute-savoie.gouv.fr/Contactez-nous			Rue du 30e-Régiment-d'Infanterie		74000	Annecy
7ced2ae9-068c-40c5-8175-e0f2fbd596b1	Préfecture - Meuse	prefecture	55029	http://www.meuse.gouv.fr	03 29 77 55 55	03 29 79 64 49		http://www.meuse.pref.gouv.fr/Contactez-nous			40 rue du Bourg		55000	Bar-le-Duc
7d2e84b9-7c09-4a87-aec7-556bbef140af	Sous-préfecture - Bonneville	sous_pref	74042	http://www.haute-savoie.gouv.fr	04 50 97 18 88	04 50 25 79 36	sp-bonneville@haute-savoie.gouv.fr				122 rue du Pont		74130	Bonneville
7d85bf5b-4bb5-4ab0-8ae0-8b03c541e454	Sous-préfecture - Le Havre	sous_pref	76351	http://www.seine-maritime.gouv.fr	02 35 13 34 56						95 boulevard de Strasbourg		76600	Le Havre
7ed9e7d5-f7e2-4ea8-a5ef-88a1ae48b6b8	Sous-préfecture - Sarlat-la-Canéda	sous_pref	24520	http://www.dordogne.gouv.fr	05 47 24 16 66	05 53 28 53 69	sp-sarlat@dordogne.gouv.fr	http://www.dordogne.gouv.fr/Contactez-nous			Place Salvador-Allende		24200	Sarlat-la-Canéda
80fb222a-243d-4c93-b348-c7c1dbc0a403	Sous-préfecture - Villefranche-sur-Saône	sous_pref	69264	http://www.rhone.gouv.fr	04 72 61 61 61	04 74 62 66 03	sp-sec-sprefvill@rhone.gouv.fr				36 rue de la République		69400	Villefranche-sur-Saône
81344c70-3601-481e-857d-a24f50b5e5a7	Préfecture - Savoie	prefecture	73065	http://www.savoie.gouv.fr	04 79 75 50 00	04 79 75 08 27	prefecture@savoie.gouv.fr	http://www.savoie.pref.gouv.fr/Contactez-nous	Château des Ducs-de-Savoie				73000	Chambéry
81ff52cf-fe89-4224-a9ec-1eec2098fd40	Sous-préfecture - Bergerac	sous_pref	24037	http://www.dordogne.gouv.fr	05 53 61 53 00	05 53 58 36 80	sp-bergerac@dordogne.gouv.fr				16 place Gambetta		24100	Bergerac
83fa4552-cc1f-4490-95f7-3dacca36945f	Sous-préfecture - Saint-Jean-de-Maurienne	sous_pref	73248	http://www.savoie.gouv.fr	04 79 64 07 00	04 79 59 95 27	sp-st-jean-de-mne@savoie.gouv.fr				Rue de la Sous-Préfecture		73300	Saint-Jean-de-Maurienne
862954e0-d918-4581-bdb3-e397df94003d	Préfecture - Allier	prefecture	03190	http://www.allier.gouv.fr/	04 70 48 30 00	04 70 20 57 72	prefecture@allier.gouv.fr				2 rue Michel-de-L'Hospital		03000	Moulins
869d8e5a-0c0a-468c-8736-ce74cfacbc76	Préfecture - Mayenne	prefecture	53130	http://www.mayenne.gouv.fr	02 43 01 50 00	02 43 56 72 85	pref-communication@mayenne.gouv.fr	http://www.mayenne.gouv.fr/Contacts			46 rue Mazagran		53000	Laval
86d0ebc6-a84b-4cc8-a178-f5172ca3584c	Préfecture - Haute-Vienne	prefecture	87085	http://www.haute-vienne.gouv.fr	05 55 44 18 00	05 55 44 17 54	pref-pass87@haute-vienne.gouv.fr	http://www.haute-vienne.gouv.fr/Contactez-nous			12 rue des Combes		87000	Limoges
8791403a-8e34-4fa9-ab67-c5bd96b5a699	Sous-préfecture - Langon	sous_pref	33227	http://www.gironde.gouv.fr	05 56 90 60 60		sp-langon@gironde.gouv.fr				19 cours des Fossés		33210	Langon
87dd8297-6a1b-47f2-b58b-f4816b9b4737	Sous-préfecture - Saintes	sous_pref	17415	http://www.charente-maritime.gouv.fr	05 46 92 37 00	05 46 93 22 32	sp-saintes@charente-maritime.gouv.fr				12 place du Synode		17100	Saintes
881ab6bb-76ac-4036-9fff-58e6f984853f	Sous-préfecture - Castres	sous_pref	81065	http://www.tarn.gouv.fr	05 63 71 55 55	05 63 72 34 34 	sous-prefecture-de-castres@tarn.pref.gouv.fr				16 boulevard Georges Clémenceau		81100	Castres
885ea458-c4db-4634-8d91-d651c44ba72d	Préfecture - Sarthe	prefecture	72181	http://www.sarthe.gouv.fr	02 43 39 70 00 (informations)	02 43 28 24 09	pref-mail@sarthe.gouv.fr	http://www.sarthe.gouv.fr/contacts-r628.html			Place Aristide Briand		72000	Le Mans
88df876f-8048-41cd-b985-d796bd21580e	Préfecture - Nord	prefecture	59350	http://www.nord.gouv.fr	03 20 30 59 59	03 20 57 08 02		http://www.nord.gouv.fr/Contactez-nous			12 rue Jean-sans-Peur		59000	Lille
8935c6a6-8581-402a-a740-26e8aaf19693	Sous-préfecture - Thionville	sous_pref	57672	http://www.moselle.gouv.fr	03 82 59 19 20	03 82 59 19 21	sp-thionville@moselle.gouv.fr				6 rue du Général-de-Castelnau		57100	Thionville
8a509932-1251-4394-ae11-7d97b7c08225	Sous-préfecture - Vitry-le-François	sous_pref	51649	http://www.marne.gouv.fr	03 26 74 00 54	03 26 72 37 90	sp-vitry-le-francois@marne.gouv.fr	http://www.marne.gouv.fr/Contactez-nous			4 rue Maître-Edmé		51300	Vitry-le-François
8b658749-48cb-4ee2-a66e-ae8a6be17132	Sous-préfecture - Morlaix	sous_pref	29151	http://www.finistere.gouv.fr	02 98 62 72 72	02 98 62 72 55	sp-morlaix@finistere.gouv.fr				9 rue de la République		29600	Morlaix
